C,100.0
Rus,75.5
vb,50.3
Jav,50.0
Go,49.4
Kot,45.0
C#,43.5
Hkl,40.3
C++,33.8
Cry,29.0
Grv,28.7
Dar,26.9
D,25.9
PHP,24.6
Eli,23.4
Sca,22.5
Swi,20.9
Lua,19.8
JS,19.3
Py,16.1
Clj,15.7
typ,13.2
Ur,8.9
Rby,8.0
Prl,0.0
