Rus,100.0
Jav,77.7
Go,64.8
C++,54.8
C#,54.8
Cry,47.6
C,44.3
Hkl,44.3
Kot,42.2
vb,40.3
f#,35.4
PHP,34.4
JS,28.3
Clj,22.9
D,21.8
Sca,19.8
Lua,18.4
Grv,15.0
Py,12.7
Eli,11.5
Rby,9.6
Dar,7.4
Prl,3.1
Swi,2.0
Ur,1.8
