Rus,100
Jav,95
Nim,95
C++,77
Go,74
C#,73
C,67
vb,44
Kot,44
JS,44
Cry,43
Hkl,43
f#,42
Sca,38
PHP,38
Clj,35
Py,28
Lua,24
D,24
Rby,19
Dar,15
Grv,13
Prl,11
Eli,11
Swi,10
typ,4
Ur,3
val,1
Erl,1
