Rus,100.0
C,76.6
Cry,70.6
vb,67.9
f#,59.7
Go,51.7
Hkl,42.0
C++,38.0
C#,36.9
Jav,35.4
Kot,33.7
Lua,28.0
Clj,19.9
Sca,18.5
JS,17.2
PHP,17.1
Eli,16.7
D,12.3
Dar,11.8
Grv,9.2
Rby,8.7
Py,6.1
Prl,5.4
Swi,1.6
Ur,1.0
