Jav,100.0
Rus,92.6
Go,58.8
C++,56.0
C#,48.8
C,48.5
Kot,44.5
JS,42.2
Hkl,38.3
Clj,37.1
vb,36.7
Cry,32.2
PHP,30.7
D,28.7
Sca,28.1
Lua,24.1
Grv,16.8
Py,14.0
Rby,12.8
Eli,11.2
Swi,10.7
Prl,10.6
Dar,10.4
typ,6.3
Ur,4.5
